viral,Preys,IFI6,IFI27,IFITM1,MX1,RN7SK,ARC,DKK1,MT1G,SAMD9,IFIT3,IFIT2,NKX3-1,HSPA6,IFIT1,IFI44L,RSAD2,ISG15,OAS2,CXCL11,IFI44,CXCL10,SLC34A2,IFNÎ»,IFN b1,IFNL2,CCR1,CCR8,IL16,IL3,CCR2,CCR5,IL5
e,6,8.892001273115379e-05,6.765142085731271e-05,0.00011846813447768432,0.00027861646975014355,0.0016627758314396188,0.0001699533723473351,0.00017845912340773575,4.8119663940497136e-05,0.00017468437401773208,0.0004243803941613061,0.00036143457247656056,0.0002695441994462262,0.0006097018159095515,0.00034795879729996037,0.000111052316887682,0.00015569351483589225,0.0006651786492789052,0.00013203065052162102,0.00017604696848983522,7.50321294351688e-05,0.00015118992920472188,0.00020357331033310906,0.00010918216307898258,4.0228040867871047e-05,4.432060165167888e-05,0.0002524313397884677,0.00013307202913231486,0.0002944385652981632,9.441211493416165e-05,0.0002420541738252592,0.0002334418852358399,7.658922196095795e-05
m,30,0.00040328184164283314,0.0003316835479995194,0.0005643025828312808,0.0013404547624055086,0.0007455508499473599,0.0008132409662611238,0.001058433021563983,0.0002358655824125947,0.0007313697510045116,0.001747122759166438,0.0014073333901441516,0.0012688764698666982,0.0030764995846363115,0.0015432361320265322,0.0007746342220654594,0.001025658163589287,0.0057967931354254935,0.0005679729921531575,0.001187879875805913,0.0005577777194902887,0.0010753771764290428,0.004544209057067058,0.0006009489658935612,0.00021662788705851204,0.00021831003844482956,0.0013278498425519114,0.0008786013261233457,0.0014211673056181576,0.0004776500588709546,0.0015146703994072274,0.0014345895270402168,0.00037888610943436065
n,15,0.00033488424086578514,0.0002869988460005669,0.0004199921202044394,0.001161563315294673,0.0009795795104263951,0.0007089623321072037,0.0007456437133531095,0.00021287493579173668,0.0007271250551281048,0.003075229862215952,0.0027673826619280203,0.001069384494405483,0.0031026747926132196,0.0030352000329323765,0.0004977031027723286,0.0006827897726475241,0.0031349048171584975,0.000546500304415814,0.000708816129754555,0.00033730524776884644,0.0006045756619383289,0.0006331266547984954,0.0004912642373746659,0.00016484358060138847,0.00019253498363860062,0.0009432440305481427,0.00042920108961380535,0.0012178969690079592,0.00041246164321675225,0.0008877089423245653,0.0008941095757599112,0.00032451256849080055
spike,2,1.3278471394100265e-05,1.0717756226555374e-05,1.601284127415272e-05,5.8460894124049105e-05,2.2357331542652073e-05,3.914520839583496e-05,3.160399156554394e-05,7.548411695311602e-06,2.2844828657867913e-05,4.9701596099055876e-05,4.013742177091651e-05,3.706695393317848e-05,8.634272441865762e-05,4.077638346584902e-05,1.706623761318437e-05,2.910151157383293e-05,0.00011467210716528195,1.6814777427600877e-05,3.573996730124939e-05,1.1416120274531002e-05,3.1027877384118036e-05,4.7156298633167525e-05,4.198737127211524e-05,7.025802126912427e-06,9.515789067634677e-06,0.0003583100420902479,2.6494086674658567e-05,4.8564101172662294e-05,1.619388035849479e-05,5.279367255953053e-05,5.8616571129758323e-05,1.3214678886573638e-05
nsp1,6,7.107609799918312e-05,6.974860066675886e-05,8.49231246274405e-05,0.00021017659814388386,0.0001527767702642589,0.00014281696959158192,0.0001716060309989296,3.900725518628318e-05,0.00013974869479227962,0.000278256435126999,0.00022488833134188686,0.0002087550131944132,0.0005022741077397624,0.0002256283740376404,9.544720715930894e-05,0.0005012501759163724,0.0005531480226453074,9.837787236608362e-05,0.00015029492195013438,7.139721350589156e-05,0.00012761821772221937,0.00012737100974072514,0.00010878917370010944,3.3884775918497316e-05,3.339293898708889e-05,0.00018697223060119337,9.243047242801429e-05,0.0002631424394259149,7.327872414298247e-05,0.00017758991649196188,0.0001770817317984398,6.144853086489966e-05
nsp10,5,7.895079542838129e-05,7.181502055092526e-05,8.845068394353674e-05,0.0002592617383720736,0.00016686179158991116,0.00015457788072624097,0.0001790468683590702,6.938260617422325e-05,0.00015218352147760816,0.00039645128009354854,0.0003298032053079889,0.0002230957184006115,0.0009511060607863031,0.0010560675657093274,0.00012675491528361385,0.00015658921665314085,0.002320153542565621,0.00011736675210708775,0.00017878698693651936,7.217499215527859e-05,0.0001521841948680203,0.0001602310012663178,0.00010850595437400838,0.00017683524881858677,4.657123060852794e-05,0.0002490520144129295,0.0002896675607848812,0.000286636211964236,0.00013551037428721503,0.00023121118482373994,0.0002339843307342698,8.875484550543751e-05
nsp11,1,1.3059295257975771e-05,1.2212632148105625e-05,1.4739289153676401e-05,5.1835268789641695e-05,2.5562256234364632e-05,2.6712241673310264e-05,3.149378260566122e-05,8.586239336535075e-06,2.849894343814378e-05,6.94283296685252e-05,5.432357361312837e-05,3.5812099689531846e-05,9.6265397473324e-05,5.659407163779214e-05,2.6960879672960687e-05,3.56404410623305e-05,0.00014113223116258135,2.842963601750956e-05,3.238259013284538e-05,1.739074402391798e-05,2.7407291258098515e-05,2.511263047931899e-05,2.2955594673126564e-05,8.263731237892602e-06,8.00329539206745e-06,4.53979353490842e-05,1.7359678854895973e-05,4.942819487020945e-05,1.4677125590998742e-05,3.596815408125866e-05,3.824178516031251e-05,1.2442370823310501e-05
nsp12,20,0.0002496672583698636,0.0002045057229337194,0.0002873516696151825,0.0008240004598913442,0.0004978757440106796,0.0006567342918740143,0.000500087008063267,0.0001334425616713943,0.00041329140314744065,0.000998351260263421,0.0008314776302599242,0.0006407055449755121,0.001720040553712888,0.0008247020649730287,0.0003463680674857548,0.000533679873024267,0.0038442153901274336,0.0003404099186163949,0.000481966608495619,0.00019528410420247363,0.00041358350734700406,0.0004068913119488603,0.00031864290774626927,0.0001250179377724427,0.00011542085479423374,0.0006237808815893291,0.0003932741762906401,0.0009351326102162227,0.000253891378059269,0.0006056162884922635,0.0005979112097925646,0.00021180191755173673
nsp13,40,0.0005973716368648063,0.000493527392925482,0.0006065983395387407,0.0019124046984250718,0.0010497654804312762,0.0015012489261621818,0.001392885428169053,0.0003793232098554973,0.000983770288900721,0.0029268004440769356,0.0019825906236340825,0.0015582532923347362,0.004187218040008342,0.0019959440313298722,0.0008630930280626779,0.0015129382693489103,0.00446601683278168,0.0008417240023378153,0.0012814156671901915,0.0004910871172580454,0.0011305829091159956,0.0010749893253762086,0.001501723441906358,0.00027562762106924483,0.0003015398027106064,0.001806287450365383,0.0009326185735590736,0.003963288539483522,0.0006350174647009306,0.0015716242485040606,0.001483356190254038,0.0005205443145728256
nsp14,3,3.968355271782505e-05,4.715186345502705e-05,3.615336458617852e-05,0.00010490908953322562,7.836894344704154e-05,6.71256241518157e-05,7.84862457158608e-05,2.2266011316668214e-05,6.228774682994682e-05,0.0001398757795523341,0.00011511120931296455,8.5535118422082e-05,0.00027037371001381344,0.00011097747674744272,6.276243949654191e-05,7.126376520532491e-05,0.0002842557778725858,5.1800295830709456e-05,7.52561783144815e-05,2.7906788826972418e-05,6.448592955149416e-05,6.646848462513492e-05,5.022410125448928e-05,1.6120129149145305e-05,1.9951612648913967e-05,0.00010394235985975167,4.52310557907984e-05,0.00012134140268249339,3.941318418209148e-05,9.021302044280179e-05,9.421568563862678e-05,3.2550529820023776e-05
nsp15,3,5.809777203003493e-05,4.281978959888492e-05,5.876289196492604e-05,0.0001944310056058005,0.00010301503652652004,0.00011823060382413422,0.00011554780257185322,6.070244253049352e-05,0.0001426766310188915,0.000288273957876027,0.0001945923233193784,0.00014090477716465513,0.00037483760799365384,0.00025783066641289537,7.933811812623589e-05,0.00011241076128991441,0.000517868656791206,7.446994117029594e-05,0.0001366449713133113,4.392774543229032e-05,0.00012081008643981893,0.00010549806357971838,7.444563977839261e-05,2.591688481934672e-05,2.6221475937032774e-05,0.00020519344028669775,7.351705639141952e-05,0.00020031403424466195,6.116597978412754e-05,0.00017589603316055962,0.00015775189531163226,5.308837655592341e-05
nsp2,7,9.557854680910892e-05,7.419363761106273e-05,0.00010090713737365653,0.000293284449962592,0.00017671578522953111,0.00025012368481012223,0.00022492562952137788,5.244681636114784e-05,0.00016513278192951356,0.0003773316949830939,0.0003215026263926335,0.00024268030857644185,0.0007430144556104745,0.00031493868529200615,0.00013151760623245358,0.00021936912636682832,0.0007963551993484849,0.00014124011986744702,0.0001961624237510266,8.67450852803157e-05,0.00017095743424741893,0.00019846276449546915,0.0001277287552407805,4.8204658857019196e-05,4.65042841013139e-05,0.00027781984236173045,0.0003810397652008035,0.00034639829137045287,0.0001035277402605776,0.00027208783628726357,0.0002601899262800252,8.494921518067866e-05
nsp4,8,8.143289533197722e-05,6.831092454369921e-05,9.517891274613567e-05,0.0002498735853031967,0.00016979889767223773,0.00015020719812813512,0.00023837410552348033,0.00021055657146881458,0.00015686764845475822,0.0003163481811502298,0.0002685992320201725,0.0002412088068558164,0.0006030835865062182,0.0002670366598154172,0.00012439818293141804,0.0001722654291785875,0.0006807229752304178,0.000106952467744362,0.0003918956407242682,0.000145793627815653,0.00036841627377635916,0.0001919953752413575,0.00013296167032667328,4.420994608266575e-05,4.788778193009932e-05,0.0006715383315390286,0.00015200941848677089,0.00027010515942930247,8.554306453157589e-05,0.00023916528985005653,0.0018440164731042311,6.894883877725747e-05
nsp5,1,3.703194838640575e-05,4.822959468083728e-05,4.8646866207867994e-05,0.000135032668609158,8.285276305679597e-05,7.99176842299011e-05,8.52805652602765e-05,2.1899823225492476e-05,9.125424044957021e-05,0.00016751007829438305,0.00013139900654692523,0.00016309359576647433,0.00029272917421802313,0.00015565912247260513,5.365363737297073e-05,9.134175591611125e-05,0.00032738895374060116,5.213783072061427e-05,7.871148718200063e-05,4.136469957167154e-05,6.690354034861891e-05,6.408153236757194e-05,5.172460406604353e-05,1.8489854374381253e-05,1.910023446827156e-05,0.00010302620168413429,7.917987157195931e-05,0.00017034931606067997,4.2727377948587804e-05,9.19284230895367e-05,0.00010178225280333601,3.444476531369532e-05
nsp5_c145a,2,1.918777134642057e-05,1.703711931351436e-05,2.3894512405926756e-05,6.2914897752768e-05,3.913479497867814e-05,4.3752790144901884e-05,4.7199171856428414e-05,1.1795411308981684e-05,0.00011071860885315726,8.91026315821916e-05,6.99783077451301e-05,5.354292428731777e-05,0.00015194947482511902,7.00178032507718e-05,3.774751376458879e-05,4.3792745657623907e-05,0.00018419576945410737,2.9447041015263415e-05,4.4582505447736245e-05,3.1833478185452096e-05,3.751106202929899e-05,4.102809665177226e-05,2.6451130190535386e-05,1.0315084484443633e-05,1.0276133737866214e-05,6.631414409961058e-05,2.9537654180953323e-05,7.641850149262606e-05,2.3883454727187736e-05,5.430484800643066e-05,5.482519350652973e-05,1.969287668009881e-05
nsp6,4,3.990117768615912e-05,2.9579522649584936e-05,5.374185808475313e-05,0.00019087921739607415,6.879909806665414e-05,8.225052937342821e-05,9.316714282383223e-05,2.4331375432755073e-05,6.60975474131252e-05,0.00016507722054883166,0.00013663359943550464,0.00010016299568617199,0.0002666039401416203,0.00013022391126023435,5.497230341215966e-05,8.56372809473004e-05,0.0003689889386140528,5.555717658461595e-05,9.480981796875361e-05,3.9327274553240085e-05,8.298642721256648e-05,0.00015838799675862444,7.061931708866148e-05,1.928600866597739e-05,2.2302412159272485e-05,0.00013298587277007384,8.742827474394724e-05,0.00012927634478695994,4.3786480648109005e-05,0.00015051377033842414,0.00014107729146071025,3.534974269628788e-05
nsp7,32,0.00047512177421354403,0.00038183882406885326,0.0005759264056961679,0.0014984165057490035,0.0008435823888621734,0.000981622970938306,0.001089248103601922,0.00026990055931123367,0.000857242040921436,0.001874042347898085,0.001542396115555666,0.0012043951022841408,0.003796161193106672,0.001592624784722039,0.0007108589993194719,0.0010853793711072214,0.007498327848630665,0.0006385084024217474,0.0011482714867187185,0.000499393746231645,0.001014636541251931,0.001235110986836926,0.0006955490085500004,0.00033721241122258694,0.00024449933397427593,0.0018879407158480118,0.0009264272975407788,0.0015119708314544691,0.000550921221222633,0.0016028364009104843,0.0016540311982132815,0.0004138065666984448
nsp8,24,0.0003712218004180755,0.00027059228099825434,0.0003907301497120472,0.0011836126250784282,0.0032463092125192905,0.0006516150439321469,0.000793574447134082,0.00021653291432586022,0.0006524144072492373,0.0016780140412726134,0.001526096310703883,0.0010049957760279392,0.0032021408326706868,0.0014506656652079394,0.0004793571855545369,0.0006713318546627663,0.004895652846918078,0.0006345971129394129,0.0007033446916206021,0.0003942579778168376,0.0006031233012849851,0.0005894805954349239,0.00042291428045384795,0.0001666317883214098,0.00017386062969304702,0.0009358909546345251,0.00043168562617150143,0.0012354865265288755,0.0003547530204452752,0.0008350363783957907,0.0008885835021922611,0.00029635436894195075
nsp9,16,0.0001942355014858831,0.00018687916534903252,0.00020699272664732963,0.0006570862907536029,0.00036366620931512715,0.0004177659295669029,0.0004442407430503379,0.00011894349278244983,0.0003545650373895101,0.0007774644796735469,0.0006516180452000033,0.0005212354441568957,0.0014613443102058595,0.0006211158199018466,0.0002641500592307911,0.0004045045793088516,0.0014913839822927651,0.000267161322095226,0.0006201808443556778,0.0001512450960930127,0.0005492429211079222,0.00035706126721403203,0.0002751218192991123,8.728488587918448e-05,0.00012341499973168236,0.0005670538009138285,0.0002495819280150709,0.0008305284462405784,0.00019832547883937433,0.0007212344572734499,0.0005351817314084689,0.00016094578316763782
orf10,9,0.0001540571535992834,0.00016901474208350117,0.0001720276152446587,0.0005313940600373867,0.0003225156894679522,0.0003170928006293709,0.00035172397464297784,0.00010708798536936072,0.0002820386644688524,0.0007410043287546034,0.0006254146614119192,0.00047114770345945865,0.0012835127325459574,0.000626706266837769,0.0002357235836141419,0.0003185924555158914,0.0012980045001916181,0.00024583217092440237,0.00045454703254247693,0.00014708447473556766,0.00034615775587008705,0.0002868718044182707,0.0002151157491627314,8.360199483290396e-05,8.116600982189418e-05,0.00046645514133580667,0.00020199572601909413,0.0005540837783035227,0.00021154874786045427,0.0003859547548758868,0.00045406006272417394,0.00016037853444762721
orf3a,8,8.2161102841294e-05,6.420915517944913e-05,9.225578905856141e-05,0.0002577775573417466,0.00013271324557386622,0.0001639774183389357,0.00018311640486732368,4.644984831686331e-05,0.0001585756858644764,0.00029332761723187647,0.00023806048259698492,0.00021635913466213144,0.0005419040846154472,0.00023664401194783597,0.0001412464248999344,0.0001736409293578871,0.0006704170347957938,0.00010403523299365942,0.0001764066941814862,9.286923022896893e-05,0.00015731129651001553,0.00028504314850061313,0.00013243182542492483,4.161400389412077e-05,5.108595422833651e-05,0.0002563153338941478,0.00014072864623069012,0.0002617038836862458,9.878014808337103e-05,0.00035355766236910835,0.0002643866765241295,7.43313468444136e-05
orf3b,1,2.0670462497061787e-05,2.522723206401625e-05,1.8994406264384155e-05,5.532270756182456e-05,3.302415376546102e-05,3.0895583709189275e-05,3.7417751225612395e-05,9.842064108703101e-06,3.1454189636274715e-05,7.707398767912425e-05,6.172996891392475e-05,4.4256575769677064e-05,0.00014317129923648072,6.186552328357828e-05,2.5070559073408647e-05,4.616972925012461e-05,0.0001537475122060328,2.427289871600686e-05,3.929831470207372e-05,2.846329471686072e-05,3.309788984010739e-05,3.449353350162688e-05,2.129186609053217e-05,8.36037325399151e-06,9.436305664839477e-06,4.8546462656610145e-05,3.451164928290595e-05,5.756065911625114e-05,1.8042056555383933e-05,5.037681426285427e-05,4.945521793153566e-05,1.4100836142661222e-05
orf6,3,4.3875307045560787e-05,3.8463612720001764e-05,5.1865300496911736e-05,0.0001789541469893954,9.725097605489007e-05,9.316012193812309e-05,0.00011699484122807842,4.707538019382095e-05,8.1291850094776e-05,0.0002142170472979048,0.00016943465430390564,0.0001347157440100805,0.0003479369252238144,0.0001653966609154513,7.003577627438913e-05,0.00010376008234692058,0.0004025168329883884,6.322878733716268e-05,9.72036266365002e-05,4.203525300371748e-05,8.37675608484501e-05,9.578051857595282e-05,6.651559073457627e-05,2.5380867046867874e-05,2.670538908285633e-05,0.00013443660233741737,6.781393277622044e-05,0.00016547962310082564,5.150754659345338e-05,0.00026225477577697,0.00012737193678037998,4.1011484061571186e-05
orf7a,2,2.5065609688940642e-05,1.8427395050112724e-05,2.703105592639237e-05,7.201820954142076e-05,5.171602465909847e-05,5.774437958704476e-05,7.774475396256315e-05,1.2978189049951773e-05,4.305705346838187e-05,9.871939542920941e-05,7.894031542771972e-05,6.332462831971407e-05,0.000180792045965465,7.592608450214288e-05,3.463937260698164e-05,5.837393124008696e-05,0.00021015577228614306,3.105002243802741e-05,5.8697778834654623e-05,1.9978667442476224e-05,4.884006305040084e-05,6.073131884544614e-05,3.158150790042465e-05,1.394392824824414e-05,1.467634400684344e-05,7.047484431189758e-05,3.906284188988705e-05,8.096500308316459e-05,2.782695426446356e-05,0.00014165320039316145,7.232973513614943e-05,2.2659776636854576e-05
orf8,47,0.00048787261685724945,0.00038107907533324804,0.0006073291497845368,0.0013545745230762597,0.0007712092042079957,0.0008953045173124432,0.001297522125343479,0.00037054775371242064,0.0008225267994546487,0.0024263054851043657,0.0014637487086755462,0.0026354223198792456,0.0032418439295599363,0.002231668561422743,0.0010753635225678345,0.0009884661529632483,0.004232219447235623,0.0006171221140851726,0.001207337889978057,0.0007512492792840083,0.0010642795690568537,0.0012201395156158153,0.0006663239346621589,0.00022259141172636696,0.00029812722070988643,0.0015512478574863015,0.0009616623699634464,0.0015932273851300889,0.0006749467662587861,0.0014039999676082502,0.0013231298259166688,0.0005447309454298866
orf9b,11,0.00013623348752570235,0.0001348567772518797,0.00018502434903340398,0.00044137388441006835,0.00024862677124150084,0.000289934860272508,0.0003016493225390666,7.558350038503737e-05,0.0002377125619433896,0.000594876545944109,0.0004851441886301837,0.0003305844110589785,0.001077324823262836,0.0004905611874085034,0.0028773152914356322,0.00032745418066585123,0.001199874705001795,0.00021090342366632706,0.0003016484281671386,0.00013414018264210818,0.0002584871971907526,0.0002698955857031879,0.00019392492197484144,6.998467766630556e-05,6.894513265411894e-05,0.0004491709378350313,0.00018579624167297147,0.0005047901862359455,0.00016195958678540958,0.00035074932361408857,0.0003594906795821534,0.0001316093495905162
orf9c,26,0.00026430417769937955,0.0002039146749863485,0.00043138386876230973,0.0028375382134487887,0.0003950231564966118,0.0004937231144795666,0.0007663790614640582,0.0001448846246109978,0.00039012639645428463,0.0013381093788454531,0.0007811550003799528,0.0006853976164688355,0.0016801275986135177,0.0008384946932840798,0.0003472911877251919,0.0006489964841801607,0.0022775049770660614,0.0003183674281481029,0.0007851631414515353,0.00025186921227364793,0.0007259822954602437,0.001223621107782619,0.0007418309354201467,0.00019363752570375763,0.00026030452776411506,0.0011936256428624788,0.0009348868917473378,0.0007688435063990861,0.00032381404293954175,0.0014482517681779522,0.0010769840507133847,0.00022397825618725514
